18.000000 18.000000 -2.342189 
18.000000 18.100000 -2.342208 
18.000000 18.200000 -2.342246 
18.000000 18.300000 -2.342295 
18.000000 18.400000 -2.342344 
18.000000 18.500000 -2.342381 
18.000000 18.600000 -2.342398 
18.000000 18.700000 -2.342393 
18.000000 18.800000 -2.342369 
18.000000 18.900000 -2.342333 
18.000000 19.000000 -2.342296 
18.000000 19.100000 -2.342271 
18.000000 19.200000 -2.342264 
18.000000 19.300000 -2.342279 
18.000000 19.400000 -2.342312 
18.000000 19.500000 -2.342357 
18.000000 19.600000 -2.342401 
18.000000 19.700000 -2.342434 
18.000000 19.800000 -2.342447 
18.000000 19.900000 -2.342438 
18.000000 20.000000 -2.342409 
18.000000 20.100000 -2.342369 
18.000000 20.200000 -2.342328 
18.000000 20.300000 -2.342299 
18.000000 20.400000 -2.342288 
18.000000 20.500000 -2.342299 
18.000000 20.600000 -2.342328 
18.000000 20.700000 -2.342369 
18.000000 20.800000 -2.342409 
18.000000 20.900000 -2.342438 
18.000000 21.000000 -2.342447 
18.000000 21.100000 -2.342434 
18.000000 21.200000 -2.342401 
18.000000 21.300000 -2.342357 
18.000000 21.400000 -2.342312 
18.000000 21.500000 -2.342279 
18.100000 18.000000 -2.342208 
18.100000 18.100000 -2.342228 
18.100000 18.200000 -2.342266 
18.100000 18.300000 -2.342315 
18.100000 18.400000 -2.342363 
18.100000 18.500000 -2.342400 
18.100000 18.600000 -2.342418 
18.100000 18.700000 -2.342413 
18.100000 18.800000 -2.342388 
18.100000 18.900000 -2.342352 
18.100000 19.000000 -2.342316 
18.100000 19.100000 -2.342290 
18.100000 19.200000 -2.342283 
18.100000 19.300000 -2.342298 
18.100000 19.400000 -2.342332 
18.100000 19.500000 -2.342376 
18.100000 19.600000 -2.342421 
18.100000 19.700000 -2.342453 
18.100000 19.800000 -2.342466 
18.100000 19.900000 -2.342457 
18.100000 20.000000 -2.342428 
18.100000 20.100000 -2.342388 
18.100000 20.200000 -2.342348 
18.100000 20.300000 -2.342318 
18.100000 20.400000 -2.342307 
18.100000 20.500000 -2.342318 
18.100000 20.600000 -2.342348 
18.100000 20.700000 -2.342388 
18.100000 20.800000 -2.342428 
18.100000 20.900000 -2.342457 
18.100000 21.000000 -2.342466 
18.100000 21.100000 -2.342453 
18.100000 21.200000 -2.342421 
18.100000 21.300000 -2.342376 
18.100000 21.400000 -2.342332 
18.100000 21.500000 -2.342298 
18.200000 18.000000 -2.342246 
18.200000 18.100000 -2.342266 
18.200000 18.200000 -2.342304 
18.200000 18.300000 -2.342353 
18.200000 18.400000 -2.342401 
18.200000 18.500000 -2.342438 
18.200000 18.600000 -2.342456 
18.200000 18.700000 -2.342451 
18.200000 18.800000 -2.342426 
18.200000 18.900000 -2.342390 
18.200000 19.000000 -2.342354 
18.200000 19.100000 -2.342328 
18.200000 19.200000 -2.342322 
18.200000 19.300000 -2.342336 
18.200000 19.400000 -2.342370 
18.200000 19.500000 -2.342415 
18.200000 19.600000 -2.342459 
18.200000 19.700000 -2.342491 
18.200000 19.800000 -2.342504 
18.200000 19.900000 -2.342495 
18.200000 20.000000 -2.342467 
18.200000 20.100000 -2.342426 
18.200000 20.200000 -2.342386 
18.200000 20.300000 -2.342356 
18.200000 20.400000 -2.342345 
18.200000 20.500000 -2.342356 
18.200000 20.600000 -2.342386 
18.200000 20.700000 -2.342426 
18.200000 20.800000 -2.342467 
18.200000 20.900000 -2.342495 
18.200000 21.000000 -2.342504 
18.200000 21.100000 -2.342491 
18.200000 21.200000 -2.342459 
18.200000 21.300000 -2.342415 
18.200000 21.400000 -2.342370 
18.200000 21.500000 -2.342336 
18.300000 18.000000 -2.342295 
18.300000 18.100000 -2.342315 
18.300000 18.200000 -2.342353 
18.300000 18.300000 -2.342402 
18.300000 18.400000 -2.342450 
18.300000 18.500000 -2.342487 
18.300000 18.600000 -2.342504 
18.300000 18.700000 -2.342499 
18.300000 18.800000 -2.342475 
18.300000 18.900000 -2.342439 
18.300000 19.000000 -2.342403 
18.300000 19.100000 -2.342377 
18.300000 19.200000 -2.342370 
18.300000 19.300000 -2.342385 
18.300000 19.400000 -2.342419 
18.300000 19.500000 -2.342463 
18.300000 19.600000 -2.342507 
18.300000 19.700000 -2.342540 
18.300000 19.800000 -2.342553 
18.300000 19.900000 -2.342544 
18.300000 20.000000 -2.342515 
18.300000 20.100000 -2.342475 
18.300000 20.200000 -2.342435 
18.300000 20.300000 -2.342405 
18.300000 20.400000 -2.342394 
18.300000 20.500000 -2.342405 
18.300000 20.600000 -2.342435 
18.300000 20.700000 -2.342475 
18.300000 20.800000 -2.342515 
18.300000 20.900000 -2.342544 
18.300000 21.000000 -2.342553 
18.300000 21.100000 -2.342540 
18.300000 21.200000 -2.342507 
18.300000 21.300000 -2.342463 
18.300000 21.400000 -2.342419 
18.300000 21.500000 -2.342385 
18.400000 18.000000 -2.342344 
18.400000 18.100000 -2.342363 
18.400000 18.200000 -2.342401 
